"elapsed.time","NH3.bg","id","NH3.DFC","date.time","days","treatment","group","date.time.weather","date","time","temp","NH3_corr","air.temp.K","air.flow","dfc.area","ppm","n","NH3.flux","NH3.flux.hour","totaltan","tanloss","tanloss.per","cum.hour","cum.tan.per"
54,32.2542883306667,6,57.049962048,2025-07-02 09:00:00,2.25,"acid","acid treatment",2025-07-02 14:00:00,2025-07-02,9,20.8,24.7956737173333,293.95,2250,0.38465,0.0247956737173333,1.02798084993944e-09,0.0842243431285721,5.05346058771433,6068.45257438191,0.000832742865792115,0.0832742865792115,129.186771818454,2.12882559820634
54,32.2542883306667,9,65.175329004,2025-07-02 09:00:00,2.25,"acid","acid treatment",2025-07-02 14:00:00,2025-07-02,9,20.8,32.9210406733333,293.95,2250,0.38465,0.0329210406733333,1.36484290598674e-09,0.111824064852177,6.70944389113063,6068.45257438191,0.00110562681489095,0.110562681489095,187.21323380776,3.08502425475127
55,34.6432410756667,3,48.586194214,2025-07-02 10:00:00,2.29166666666667,"acid","acid treatment",2025-07-02 15:00:00,2025-07-02,10,21.9,13.9429531383333,295.05,2250,0.38465,0.0139429531383333,5.75892900579134e-10,0.0471839541237982,2.83103724742789,6068.45257438191,0.000466517157830181,0.0466517157830181,94.5490256323843,1.55804176556516
55,34.6432410756667,6,59.189991269,2025-07-02 10:00:00,2.29166666666667,"acid","acid treatment",2025-07-02 15:00:00,2025-07-02,10,21.9,24.5467501933333,295.05,2250,0.38465,0.0245467501933333,1.01386693538869e-09,0.0830679644060698,4.98407786436419,6068.45257438191,0.000821309518905128,0.0821309518905128,134.205541044493,2.2115282174412
55,34.6432410756667,9,78.640605453,2025-07-02 11:00:00,2.29166666666667,"acid","acid treatment",2025-07-02 16:00:00,2025-07-02,11,22.6,43.9973643773333,295.75,2250,0.38465,0.0439973643773333,1.81294439460232e-09,0.148537835868249,8.91227015209492,6068.45257438191,0.00146862318570606,0.146862318570606,195.024090829373,3.21373675478113
56,28.644350502,3,50.243924692,2025-07-02 11:00:00,2.33333333333333,"acid","acid treatment",2025-07-02 16:00:00,2025-07-02,11,22.6,21.59957419,295.75,2250,0.38465,0.02159957419,8.90026652908588e-10,0.0729215045324662,4.37529027194797,6068.45257438191,0.000720989448021452,0.0720989448021452,98.1521893920722,1.61741709585774
56,28.644350502,6,41.301736475,2025-07-02 11:00:00,2.33333333333333,"acid","acid treatment",2025-07-02 16:00:00,2025-07-02,11,22.6,12.657385973,295.75,2250,0.38465,0.012657385973,5.21557081312134e-10,0.0427321214983309,2.56392728989986,6068.45257438191,0.000422501001445332,0.0422501001445332,137.979543621625,2.27371874345873
56,28.644350502,9,38.889643426,2025-07-02 12:00:00,2.33333333333333,"acid","acid treatment",2025-07-02 17:00:00,2025-07-02,12,22.8,10.245292924,295.95,2250,0.38465,0.010245292924,4.21879683501591e-10,0.0345653707696059,2.07392224617635,6068.45257438191,0.000341754709418255,0.0341754709418255,200.517187028508,3.30425564953734
58,16.578611477,3,25.7568123,2025-07-02 12:00:00,2.41666666666667,"acid","acid treatment",2025-07-02 17:00:00,2025-07-02,12,22.8,9.178200823,295.95,2250,0.38465,0.009178200823,3.77939067925598e-10,0.0309652361136236,1.85791416681741,6068.45257438191,0.000306159460594722,0.0306159460594722,104.385393830838,1.72013198671936
58,16.578611477,6,24.435826405,2025-07-02 13:00:00,2.41666666666667,"acid","acid treatment",2025-07-02 18:00:00,2025-07-02,13,22.7,7.857214928,295.85,2250,0.38465,0.007857214928,3.23652998899808e-10,0.0265174796160207,1.59104877696124,6068.45257438191,0.00026218360569841,0.026218360569841,142.134519688486,2.3421872041731
58,16.578611477,9,29.679979218,2025-07-02 13:00:00,2.41666666666667,"acid","acid treatment",2025-07-02 18:00:00,2025-07-02,13,22.7,13.101367741,295.85,2250,0.38465,0.013101367741,5.39669208227093e-10,0.0442160810411217,2.6529648624673,6068.45257438191,0.000437173205186911,0.0437173205186911,205.244074137152,3.38214844099786
59,12.2834737426667,3,20.428813411,2025-07-02 13:00:00,2.45833333333333,"acid","acid treatment",2025-07-02 18:00:00,2025-07-02,13,22.7,8.14533966833333,295.85,2250,0.38465,0.00814533966833333,3.35521381923645e-10,0.0274898778511044,1.64939267106626,6068.45257438191,0.000271797900840357,0.0271797900840357,106.139047249779,1.74902985479111
59,12.2834737426667,6,16.388043794,2025-07-02 14:00:00,2.45833333333333,"acid","acid treatment",2025-07-02 19:00:00,2025-07-02,14,23.4,4.10457005133333,296.55,2250,0.38465,0.00410457005133333,1.68675621733155e-10,0.013819900869861,0.829194052191658,6068.45257438191,0.000136640114102913,0.0136640114102913,143.344641103063,2.36212839016317
59,12.2834737426667,9,16.86902057,2025-07-02 14:00:00,2.45833333333333,"acid","acid treatment",2025-07-02 19:00:00,2025-07-02,14,23.4,4.58554682733333,296.55,2250,0.38465,0.00458554682733333,1.88441164948736e-10,0.0154393278212578,0.926359669275465,6068.45257438191,0.000152651711111019,0.0152651711111019,207.033736403023,3.41163968681275
60,9.3355149224,3,12.96769159,2025-07-02 15:00:00,2.5,"acid","acid treatment",2025-07-02 20:00:00,2025-07-02,15,23.9,3.6321766676,297.05,2250,0.38465,0.0036321766676,1.49011567605664e-10,0.0122087891042768,0.732527346256606,6068.45257438191,0.00012071073099409,0.012071073099409,107.330007258441,1.76865528638284
60,9.3355149224,6,10.920739858,2025-07-02 15:00:00,2.5,"acid","acid treatment",2025-07-02 20:00:00,2025-07-02,15,23.9,1.5852249356,297.05,2250,0.38465,0.0015852249356,6.50345162911434e-11,0.0053283963564386,0.319703781386316,6068.45257438191,5.26829166855405e-05,0.00526829166855405,143.919090019851,2.37159454170259
60,9.3355149224,9,12.123887424,2025-07-02 15:00:00,2.5,"acid","acid treatment",2025-07-02 20:00:00,2025-07-02,15,23.9,2.7883725016,297.05,2250,0.38465,0.0027883725016,1.14394148621214e-10,0.00937252092384953,0.562351255430972,6068.45257438191,9.26679822472287e-05,0.00926679822472287,207.778091865377,3.42390567148067
61,8.06970097923333,3,10.18289972,2025-07-02 16:00:00,2.54166666666667,"acid","acid treatment",2025-07-02 21:00:00,2025-07-02,16,24,2.11319874076667,297.15,2250,0.38465,0.00211319874076667,8.66656871146732e-11,0.00710067757531641,0.426040654518985,6068.45257438191,7.02058142989407e-05,0.00702058142989407,107.909291258829,1.77820111364749
61,8.06970097923333,6,8.5705151721,2025-07-02 16:00:00,2.54166666666667,"acid","acid treatment",2025-07-02 21:00:00,2025-07-02,16,24,0.500814192866667,297.15,2250,0.38465,0.000500814192866667,2.05391974281716e-11,0.00168281384996395,0.100968830997837,6068.45257438191,1.66383159067732e-05,0.00166383159067732,144.129426326044,2.3750606033322
61,8.06970097923333,9,9.7930804307,2025-07-02 17:00:00,2.54166666666667,"acid","acid treatment",2025-07-02 22:00:00,2025-07-02,17,21.4,1.72337945146667,294.55,2250,0.38465,0.00172337945146667,7.13024510699456e-11,0.00584193966762814,0.350516380057689,6068.45257438191,5.7760421748602e-05,0.0057760421748602,208.234525683121,3.43142709168046
62,7.64404006156667,3,9.1147023284,2025-07-02 17:00:00,2.58333333333333,"acid","acid treatment",2025-07-02 22:00:00,2025-07-02,17,21.4,1.47066226683333,294.55,2250,0.38465,0.00147066226683333,6.08466256412987e-11,0.00498527484877799,0.299116490926679,6068.45257438191,4.92904059577569e-05,0.00492904059577569,108.271869831552,1.78417592466032
62,7.64404006156667,6,8.2850328926,2025-07-02 17:00:00,2.58333333333333,"acid","acid treatment",2025-07-02 22:00:00,2025-07-02,17,21.4,0.640992831033333,294.55,2250,0.38465,0.000640992831033333,2.65201954984689e-11,0.0021728479140749,0.130370874844494,6068.45257438191,2.1483380358752e-05,0.0021483380358752,144.245096178965,2.37696668814548
62,7.64404006156667,9,9.6927213402,2025-07-02 18:00:00,2.58333333333333,"acid","acid treatment",2025-07-02 23:00:00,2025-07-02,18,19.7,2.04868127863333,292.85,2250,0.38465,0.00204868127863333,8.52534075018705e-11,0.00698496693468611,0.419098016081167,6068.45257438191,6.9061760134766e-05,0.0069061760134766,208.61933288119,3.43776820077463
64,7.44834880306667,3,8.3409381594,2025-07-02 18:00:00,2.66666666666667,"acid","acid treatment",2025-07-02 23:00:00,2025-07-02,18,19.7,0.892589356333334,292.85,2250,0.38465,0.000892589356333334,3.71440325642462e-11,0.00304327823232721,0.182596693939632,6068.45257438191,3.00894983855469e-05,0.00300894983855469,108.753583016418,1.79211391509465
64,7.44834880306667,6,8.2659048634,2025-07-02 19:00:00,2.66666666666667,"acid","acid treatment",2025-07-03,2025-07-02,19,17,0.817556060333333,290.15,2250,0.38465,0.000817556060333333,3.43382013803394e-11,0.00281339137362927,0.168803482417756,6068.45257438191,2.78165611988736e-05,0.00278165611988736,144.544270536227,2.38189668230124
64,7.44834880306667,9,9.3385121868,2025-07-02 19:00:00,2.66666666666667,"acid","acid treatment",2025-07-03,2025-07-02,19,17,1.89016338373333,290.15,2250,0.38465,0.00189016338373333,7.93888199983692e-11,0.00650447060031224,0.390268236018735,6068.45257438191,6.43109971174958e-05,0.00643109971174958,209.42869913329,3.45110547649985
65,6.8910190842,3,7.9683233954,2025-07-02 19:00:00,2.70833333333333,"acid","acid treatment",2025-07-03,2025-07-02,19,17,1.0773043112,290.15,2250,0.38465,0.0010773043112,4.52478969708949e-11,0.00370724260140394,0.222434556084236,6068.45257438191,3.66542464257278e-05,0.00366542464257278,108.95609864143,1.79545110233522
65,6.8910190842,6,7.7173235497,2025-07-02 20:00:00,2.70833333333333,"acid","acid treatment",2025-07-03 01:00:00,2025-07-02,20,16,0.8263044655,289.15,2250,0.38465,0.0008263044655,3.48256698934058e-11,0.00285333055665131,0.171199833399079,6068.45257438191,2.82114478609921e-05,0.00282114478609921,144.714272194135,2.38469808275424
65,6.8910190842,9,8.6855999633,2025-07-02 20:00:00,2.70833333333333,"acid","acid treatment",2025-07-03 01:00:00,2025-07-02,20,16,1.7945808791,289.15,2250,0.38465,0.0017945808791,7.56349310719714e-11,0.00619690764422984,0.37181445865379,6068.45257438191,6.12700608757186e-05,0.00612700608757186,209.809740480627,3.45738452939951
66,6.22702758906667,3,7.3757896105,2025-07-02 21:00:00,2.75,"acid","acid treatment",2025-07-03 02:00:00,2025-07-02,21,14.9,1.14876202143333,288.05,2250,0.38465,0.00114876202143333,4.86009507952997e-11,0.00398196440760478,0.238917864456287,6068.45257438191,3.93704756736311e-05,0.00393704756736311,109.1867748517,1.79925233844018
66,6.22702758906667,6,6.9970293712,2025-07-02 21:00:00,2.75,"acid","acid treatment",2025-07-03 02:00:00,2025-07-02,21,14.9,0.770001782133333,288.05,2250,0.38465,0.000770001782133333,3.25766503658103e-11,0.00266906429098476,0.160143857459086,6068.45257438191,2.63895705694622e-05,0.00263895705694622,144.879944039564,2.38742813367576
66,6.22702758906667,9,6.9208524303,2025-07-02 21:00:00,2.75,"acid","acid treatment",2025-07-03 02:00:00,2025-07-02,21,14.9,0.693824841233333,288.05,2250,0.38465,0.000693824841233333,2.93538142280017e-11,0.00240501145699088,0.144300687419453,6068.45257438191,2.37788275760152e-05,0.00237788275760152,210.067798053663,3.4616369738221
67,5.19015636956667,3,5.8826067764,2025-07-02 22:00:00,2.79166666666667,"acid","acid treatment",2025-07-03 03:00:00,2025-07-02,22,14.7,0.692450406833334,287.85,2250,0.38465,0.000692450406833334,2.9316020515434e-11,0.00240191494929271,0.144114896957563,6068.45257438191,2.37482117872926e-05,0.00237482117872926,109.378291232407,1.80240827281323
67,5.19015636956667,6,5.5177499849,2025-07-02 22:00:00,2.79166666666667,"acid","acid treatment",2025-07-03 03:00:00,2025-07-02,22,14.7,0.327593615333334,287.85,2250,0.38465,0.000327593615333334,1.38692115031838e-11,0.00113632975617757,0.0681797853706541,6068.45257438191,1.12351187613258e-05,0.00112351187613258,144.994105860979,2.3893093681423
67,5.19015636956667,9,6.0049484317,2025-07-02 23:00:00,2.79166666666667,"acid","acid treatment",2025-07-03 04:00:00,2025-07-02,23,14.3,0.814792062133334,287.45,2250,0.38465,0.000814792062133334,3.45435567525994e-11,0.00283021651325862,0.169812990795517,6068.45257438191,2.79829147075131e-05,0.00279829147075131,210.224854892771,3.46422506093628
68,5.54686914066667,3,5.4638282309,2025-07-02 23:00:00,2.83333333333333,"acid","acid treatment",2025-07-03 04:00:00,2025-07-02,23,14.3,-0.0830409097666669,287.45,2250,0.38465,-8.30409097666669e-05,-3.52056495469753e-12,-0.000288446298166292,-0.0173067778899775,6068.45257438191,-2.85192603515407e-06,-0.000285192603515407,109.441695291941,1.80345308710084
68,5.54686914066667,6,5.8058424601,2025-07-02 23:00:00,2.83333333333333,"acid","acid treatment",2025-07-03 04:00:00,2025-07-02,23,14.3,0.258973319433333,287.45,2250,0.38465,0.000258973319433333,1.09793160402568e-11,0.000899555358007008,0.0539733214804205,6068.45257438191,8.89408309925168e-06,0.000889408309925168,145.055182414405,2.39031582823533
68,5.54686914066667,9,7.8061015,2025-07-03,2.83333333333333,"acid","acid treatment",2025-07-03 05:00:00,2025-07-03,0,13.7,2.25923235933333,286.85,2250,0.38465,0.00225923235933333,9.59817406371e-11,0.0078639588062102,0.471837528372612,6068.45257438191,7.77525279450125e-05,0.00777525279450125,210.545680152355,3.4695118330689
70,7.22971130413333,3,7.1305520865,2025-07-03,2.91666666666667,"acid","acid treatment",2025-07-03 05:00:00,2025-07-03,0,13.7,-0.0991592176333338,286.85,2250,0.38465,-9.91592176333338e-05,-4.21270272149823e-12,-0.000345154405877345,-0.0207092643526407,6068.45257438191,-3.41261039759383e-06,-0.000341261039759383,109.403679249698,1.80282663345756
70,7.22971130413333,6,8.6756876439,2025-07-03 01:00:00,2.91666666666667,"acid","acid treatment",2025-07-03 06:00:00,2025-07-03,1,13.3,1.44597633976667,286.45,2250,0.38465,0.00144597633976667,6.15169699786967e-11,0.00504019738112927,0.302411842867756,6068.45257438191,4.98334359807629e-05,0.00498334359807629,145.411567578753,2.39618858014333
70,7.22971130413333,9,15.292662425,2025-07-03 01:00:00,2.91666666666667,"acid","acid treatment",2025-07-03 06:00:00,2025-07-03,1,13.3,8.06295112086667,286.45,2250,0.38465,0.00806295112086667,3.43026582386606e-10,0.0281047925930263,1.68628755558158,6068.45257438191,0.000277877685441636,0.0277877685441636,212.703805236309,3.50507485440757
71,10.7414870920667,3,13.334552926,2025-07-03 01:00:00,2.95833333333333,"acid","acid treatment",2025-07-03 06:00:00,2025-07-03,1,13.3,2.59306583393333,286.45,2250,0.38465,0.00259306583393333,1.10318231821554e-10,0.00903857363765412,0.542314418259247,6068.45257438191,8.93661788754251e-05,0.00893661788754251,109.664481826651,1.80712431188145
71,10.7414870920667,6,15.356238469,2025-07-03 02:00:00,2.95833333333333,"acid","acid treatment",2025-07-03 07:00:00,2025-07-03,2,12.1,4.61475137693333,285.25,2250,0.38465,0.00461475137693333,1.9715383574276e-10,0.0161531728063714,0.969190368382287,6068.45257438191,0.00015970963874279,0.015970963874279,146.047368684378,2.40666573387951
71,10.7414870920667,9,21.078179253,2025-07-03 02:00:00,2.95833333333333,"acid","acid treatment",2025-07-03 07:00:00,2025-07-03,2,12.1,10.3366921609333,285.25,2250,0.38465,0.0103366921609333,4.41609599729812e-10,0.0361818787370467,2.1709127242228,6068.45257438191,0.000357737445850257,0.0357737445850257,214.632405376211,3.53685561097216
72,12.339444667,3,18.641475456,2025-07-03 03:00:00,3,"acid","acid treatment",2025-07-03 08:00:00,2025-07-03,3,11.4,6.302030789,284.55,2250,0.38465,0.006302030789,2.69901008077472e-10,0.022113481118256,1.32680886709536,6068.45257438191,0.000218640394867138,0.0218640394867138,110.599043469329,1.82252464056858
72,12.339444667,6,18.528004686,2025-07-03 03:00:00,3,"acid","acid treatment",2025-07-03 08:00:00,2025-07-03,3,11.4,6.188560019,284.55,2250,0.38465,0.006188560019,2.6504132455073e-10,0.0217153183967648,1.30291910380589,6068.45257438191,0.000214703680688911,0.0214703680688911,147.183423420472,2.42538639985109
72,12.339444667,9,24.170750452,2025-07-03 03:00:00,3,"acid","acid treatment",2025-07-03 08:00:00,2025-07-03,3,11.4,11.831305785,284.55,2250,0.38465,0.011831305785,5.06706721239462e-10,0.0415154044530502,2.49092426718301,6068.45257438191,0.000410471077536059,0.0410471077536059,216.963323871914,3.57526603714148
73,13.496648637,3,18.815898553,2025-07-03 04:00:00,3.04166666666667,"acid","acid treatment",2025-07-03 09:00:00,2025-07-03,4,11.3,5.319249916,284.45,2250,0.38465,0.005319249916,2.27890926088354e-10,0.0186715185948107,1.12029111568864,6068.45257438191,0.000184609025440517,0.0184609025440517,111.822593460721,1.84268711158396
73,13.496648637,6,21.816167989,2025-07-03 04:00:00,3.04166666666667,"acid","acid treatment",2025-07-03 09:00:00,2025-07-03,4,11.3,8.319519352,284.45,2250,0.38465,0.008319519352,3.56430511759632e-10,0.029203000936938,1.75218005621628,6068.45257438191,0.000288735890202577,0.0288735890202577,148.710973000483,2.45055837839567
73,13.496648637,9,26.965348445,2025-07-03 05:00:00,3.04166666666667,"acid","acid treatment",2025-07-03 10:00:00,2025-07-03,5,12.3,13.468699808,285.45,2250,0.38465,0.013468699808,5.75013713161392e-10,0.0471119206975426,2.82671524185255,6068.45257438191,0.00046580494898907,0.046580494898907,219.622143626432,3.61907983846773
74,18.338409137,3,21.620982411,2025-07-03 05:00:00,3.08333333333333,"acid","acid treatment",2025-07-03 10:00:00,2025-07-03,5,12.3,3.282573274,285.45,2250,0.38465,0.003282573274,1.40141563321944e-10,0.0114820534998266,0.688923209989598,6068.45257438191,0.000113525351239936,0.0113525351239936,112.72720062356,1.85759383041799
74,18.338409137,6,27.605788666,2025-07-03 05:00:00,3.08333333333333,"acid","acid treatment",2025-07-03 10:00:00,2025-07-03,5,12.3,9.267379529,285.45,2250,0.38465,0.009267379529,3.9564845829298e-10,0.0324161987176333,1.944971923058,6068.45257438191,0.000320505417026531,0.0320505417026531,150.55954899012,2.48102044375712
74,18.338409137,9,35.857429858,2025-07-03 06:00:00,3.08333333333333,"acid","acid treatment",2025-07-03 11:00:00,2025-07-03,6,13.4,17.519020721,286.55,2250,0.38465,0.017519020721,7.45061271917998e-10,0.0610442268662189,3.66265361197314,6068.45257438191,0.000603556436682904,0.0603556436682904,222.866828053345,3.67254790775133
76,20.5970308083333,3,27.136486935,2025-07-03 06:00:00,3.16666666666667,"acid","acid treatment",2025-07-03 11:00:00,2025-07-03,6,13.4,6.53945612666667,286.55,2250,0.38465,0.00653945612666667,2.78114603377677e-10,0.0227864359392766,1.36718615635659,6068.45257438191,0.000225294033297417,0.0225294033297417,114.783309989906,1.89147576887172
76,20.5970308083333,6,32.600015693,2025-07-03 07:00:00,3.16666666666667,"acid","acid treatment",2025-07-03 12:00:00,2025-07-03,7,14.1,12.0029848846667,287.25,2250,0.38465,0.0120029848846667,5.09227439993973e-10,0.0417219315311791,2.50331589187075,6068.45257438191,0.000412513051916817,0.0412513051916817,155.007836805049,2.55432229065146
76,20.5970308083333,9,39.094740426,2025-07-03 07:00:00,3.16666666666667,"acid","acid treatment",2025-07-03 12:00:00,2025-07-03,7,14.1,18.4977096176667,287.25,2250,0.38465,0.0184977096176667,7.84766573053788e-10,0.0642973544970314,3.85784126982188,6068.45257438191,0.000635720757892685,0.0635720757892685,230.38732293514,3.79647562720889
77,21.6949478666667,3,28.636297546,2025-07-03 07:00:00,3.20833333333333,"acid","acid treatment",2025-07-03 12:00:00,2025-07-03,7,14.1,6.94134967933334,287.25,2250,0.38465,0.00694134967933334,2.94487226408605e-10,0.0241278747609753,1.44767248565852,6068.45257438191,0.00023855710626625,0.023855710626625,116.190739310914,1.91466832584991
77,21.6949478666667,6,32.260914101,2025-07-03 08:00:00,3.20833333333333,"acid","acid treatment",2025-07-03 13:00:00,2025-07-03,8,14.9,10.5659662343333,288.05,2250,0.38465,0.0105659662343333,4.47016871622295e-10,0.0366249063705758,2.19749438223455,6068.45257438191,0.000362117748355044,0.0362117748355044,157.358241942102,2.59305383066505
77,21.6949478666667,9,41.860870306,2025-07-03 08:00:00,3.20833333333333,"acid","acid treatment",2025-07-03 13:00:00,2025-07-03,8,14.9,20.1659224393333,288.05,2250,0.38465,0.0201659224393333,8.53164524879574e-10,0.0699013232520971,4.19407939512583,6068.45257438191,0.000691128313802965,0.0691128313802965,234.413283267614,3.86281808079367
78,19.7341395523333,3,26.561747909,2025-07-03 09:00:00,3.25,"acid","acid treatment",2025-07-03 14:00:00,2025-07-03,9,15.6,6.82760835666667,288.75,2250,0.38465,0.00682760835666667,2.88157006826189e-10,0.0236092283423966,1.4165537005438,6068.45257438191,0.00023342914576342,0.023342914576342,117.622852404015,1.93826763845139
78,19.7341395523333,6,28.8675242,2025-07-03 09:00:00,3.25,"acid","acid treatment",2025-07-03 14:00:00,2025-07-03,9,15.6,9.13338464766667,288.75,2250,0.38465,0.00913338464766667,3.8547155091198e-10,0.0315823861623745,1.89494316974247,6068.45257438191,0.000312261346120099,0.0312261346120099,159.40446071809,2.62677278538881
78,19.7341395523333,9,39.983690331,2025-07-03 09:00:00,3.25,"acid","acid treatment",2025-07-03 14:00:00,2025-07-03,9,15.6,20.2495507786667,288.75,2250,0.38465,0.0202495507786667,8.5462575431088e-10,0.0700210444405016,4.2012626664301,6068.45257438191,0.000692312021052255,0.0692312021052255,238.610954298391,3.93199009753644
79,17.4148631436667,3,24.616728902,2025-07-03 10:00:00,3.29166666666667,"acid","acid treatment",2025-07-03 15:00:00,2025-07-03,10,16.3,7.20186575833333,289.45,2250,0.38465,0.00720186575833333,3.03217347300811e-10,0.024843149464412,1.49058896786472,6068.45257438191,0.000245629169808012,0.0245629169808012,119.076423738219,1.96222055422996
79,17.4148631436667,6,28.668328721,2025-07-03 10:00:00,3.29166666666667,"acid","acid treatment",2025-07-03 15:00:00,2025-07-03,10,16.3,11.2534655773333,289.45,2250,0.38465,0.0112534655773333,4.738002754844e-10,0.0388193194252217,2.3291591655133,6068.45257438191,0.000383814347556392,0.0383814347556392,161.516511885718,2.66157657007263
79,17.4148631436667,9,37.809217561,2025-07-03 11:00:00,3.29166666666667,"acid","acid treatment",2025-07-03 16:00:00,2025-07-03,11,16.9,20.3943544173333,290.05,2250,0.38465,0.0203943544173333,8.56879333422422e-10,0.0702056842811846,4.21234105687107,6068.45257438191,0.000694137591954423,0.0694137591954423,242.817756160042,4.00131257818677
80,13.5536416113333,3,20.647703026,2025-07-03 11:00:00,3.33333333333333,"acid","acid treatment",2025-07-03 16:00:00,2025-07-03,11,16.9,7.09406141466667,290.05,2250,0.38465,0.00709406141466667,2.98060654035262e-10,0.0244206521941254,1.46523913164752,6068.45257438191,0.000241451855096151,0.0241451855096151,120.554337787975,1.98657460547517
80,13.5536416113333,6,20.72398609,2025-07-03 11:00:00,3.33333333333333,"acid","acid treatment",2025-07-03 16:00:00,2025-07-03,11,16.9,7.17034447866667,290.05,2250,0.38465,0.00717034447866667,3.01265726365288e-10,0.0246832496069973,1.48099497641984,6068.45257438191,0.000244048208050911,0.0244048208050911,163.421588956685,2.692969697853
80,13.5536416113333,9,29.48459331,2025-07-03 12:00:00,3.33333333333333,"acid","acid treatment",2025-07-03 17:00:00,2025-07-03,12,17.2,15.9309516986667,290.35,2250,0.38465,0.0159309516986667,6.6865556967413e-10,0.0547841685361963,3.28705011217178,6068.45257438191,0.000541661992391294,0.0541661992391294,246.567451744563,4.06310255740406
82,11.6104640813333,3,18.813520739,2025-07-03 12:00:00,3.41666666666667,"acid","acid treatment",2025-07-03 17:00:00,2025-07-03,12,17.2,7.20305665766667,290.35,2250,0.38465,0.00720305665766667,3.02327446842378e-10,0.0247702382992228,1.48621429795337,6068.45257438191,0.000244908282587138,0.0244908282587138,123.505791217576,2.0352106192435
82,11.6104640813333,6,18.736165195,2025-07-03 13:00:00,3.41666666666667,"acid","acid treatment",2025-07-03 18:00:00,2025-07-03,13,17.1,7.12570111366667,290.25,2250,0.38465,0.00712570111366667,2.99183714301491e-10,0.0245126665669831,1.47075999401899,6068.45257438191,0.00024236161953837,0.024236161953837,166.373343927124,2.74161068061192
82,11.6104640813333,9,25.582029041,2025-07-03 13:00:00,3.41666666666667,"acid","acid treatment",2025-07-03 18:00:00,2025-07-03,13,17.1,13.9715649596667,290.25,2250,0.38465,0.0139715649596667,5.86618022922758e-10,0.0480626829293187,2.88376097575912,6068.45257438191,0.000475205324654423,0.0475205324654423,252.738262832494,4.16478928910863
83,9.38496888486667,3,15.137647453,2025-07-03 13:00:00,3.45833333333333,"acid","acid treatment",2025-07-03 18:00:00,2025-07-03,13,17.1,5.75267856813333,290.25,2250,0.38465,0.00575267856813333,2.41535213692268e-10,0.0197894199263041,1.18736519557825,6068.45257438191,0.000195661938694344,0.0195661938694344,124.842580964342,2.05723913030757
83,9.38496888486667,6,16.010952984,2025-07-03 14:00:00,3.45833333333333,"acid","acid treatment",2025-07-03 19:00:00,2025-07-03,14,16.8,6.62598409913333,289.95,2250,0.38465,0.00662598409913333,2.78490158421458e-10,0.0228172058479504,1.36903235087702,6068.45257438191,0.000225598261516687,0.0225598261516687,167.793240099572,2.76500867466468
83,9.38496888486667,9,20.333039865,2025-07-03 14:00:00,3.45833333333333,"acid","acid treatment",2025-07-03 19:00:00,2025-07-03,14,16.8,10.9480709801333,289.95,2250,0.38465,0.0109480709801333,4.60147500514752e-10,0.0377007227083971,2.26204336250383,6068.45257438191,0.000372754558889212,0.0372754558889212,255.311165001626,4.20718728328581
84,7.1560528716,3,11.381066584,2025-07-03 15:00:00,3.5,"acid","acid treatment",2025-07-03 20:00:00,2025-07-03,15,16.9,4.2250137124,290.05,2250,0.38465,0.0042250137124,1.77516133116965e-10,0.0145442200673109,0.872653204038653,6068.45257438191,0.000143801602359484,0.0143801602359484,125.87259016415,2.07421230736026
84,7.1560528716,6,10.442484251,2025-07-03 15:00:00,3.5,"acid","acid treatment",2025-07-03 20:00:00,2025-07-03,15,16.9,3.2864313794,290.05,2250,0.38465,0.0032864313794,1.3808111166909e-10,0.0113132369435454,0.678794216612726,6068.45257438191,0.00011185622830411,0.011185622830411,168.817153383317,2.78188139915572
84,7.1560528716,9,12.53426208,2025-07-03 15:00:00,3.5,"acid","acid treatment",2025-07-03 20:00:00,2025-07-03,15,16.9,5.3782092084,290.05,2250,0.38465,0.0053782092084,2.25968237444346e-10,0.0185139892127294,1.11083935276377,6068.45257438191,0.000183051501045455,0.0183051501045455,256.99760635926,4.23497758628254
85,6.0597349715,3,8.4061044692,2025-07-03 16:00:00,3.54166666666667,"acid","acid treatment",2025-07-03 21:00:00,2025-07-03,16,16.4,2.3463694977,289.55,2250,0.38465,0.0023463694977,9.8754162665065e-11,0.0080911083919192,0.485466503515152,6068.45257438191,7.99984011681263e-05,0.00799984011681263,126.551650017927,2.08540230753664
85,6.0597349715,6,7.5004685736,2025-07-03 16:00:00,3.54166666666667,"acid","acid treatment",2025-07-03 21:00:00,2025-07-03,16,16.4,1.4407336021,289.55,2250,0.38465,0.0014407336021,6.06376960825117e-11,0.00496815686953741,0.298089412172244,6068.45257438191,4.91211570855204e-05,0.00491211570855204,169.305595197709,2.7899302684252
85,6.0597349715,9,9.2440275197,2025-07-03 17:00:00,3.54166666666667,"acid","acid treatment",2025-07-03 22:00:00,2025-07-03,17,16,3.1842925482,289.15,2250,0.38465,0.0031842925482,1.34206125898814e-10,0.0109957523025103,0.659745138150615,6068.45257438191,0.000108717194385887,0.0108717194385887,257.882898604717,4.24956602105411
86,5.45570216056667,3,6.6427414095,2025-07-03 17:00:00,3.58333333333333,"acid","acid treatment",2025-07-03 22:00:00,2025-07-03,17,16,1.18703924893333,289.15,2250,0.38465,0.00118703924893333,5.00293036766466e-11,0.00409899196039853,0.245939517623912,6068.45257438191,4.05275504108165e-05,0.00405275504108165,126.917353028497,2.09142860511559
