"elapsed.time","NH3.bg","id","NH3.DFC","date.time","days","treatment","group","date.time.weather","date","time","temp","NH3_corr","air.temp.K","air.flow","dfc.area","ppm","n","NH3.flux","NH3.flux.hour","totaltan","tanloss","tanloss.per","cum.hour","cum.tan.per"
7,35.6286281513333,6,50.157110153,2025-06-30 10:00:00,0.291666666666667,"acid","acid treatment",2025-06-30 15:00:00,2025-06-30,10,17.3,14.5284820016667,290.45,2250,0.38465,0.0145284820016667,6.09581018009783e-10,0.0499440829355379,2.99664497613227,6068.45257438191,0.000493807101464823,0.0493807101464823,10.5514557125709,0.173873909093632
7,35.6286281513333,9,53.659088446,2025-06-30 11:00:00,0.291666666666667,"acid","acid treatment",2025-06-30 16:00:00,2025-06-30,11,18.1,18.0304602946667,291.25,2250,0.38465,0.0180304602946667,7.54437827486121e-10,0.061812465139899,3.70874790839394,6068.45257438191,0.000611152161598905,0.0611152161598905,9.01039470016226,0.14847928017432
8,31.0885460956667,3,37.92751017,2025-06-30 11:00:00,0.333333333333333,"acid","acid treatment",2025-06-30 16:00:00,2025-06-30,11,18.1,6.83896407433333,291.25,2250,0.38465,0.00683896407433333,2.86158706664957e-10,0.0234455039710103,1.40673023826062,6068.45257438191,0.000231810370274484,0.0231810370274484,-2.3289421224185,-0.0383778581750836
8,31.0885460956667,6,45.688235206,2025-06-30 11:00:00,0.333333333333333,"acid","acid treatment",2025-06-30 16:00:00,2025-06-30,11,18.1,14.5996891103333,291.25,2250,0.38465,0.0145996891103333,6.10886109082346e-10,0.0500510114238615,3.00306068543169,6068.45257438191,0.000494864324738925,0.0494864324738925,13.5513085433529,0.223307480403819
8,31.0885460956667,9,49.802769064,2025-06-30 12:00:00,0.333333333333333,"acid","acid treatment",2025-06-30 17:00:00,2025-06-30,12,18.9,18.7142229683333,292.05,2250,0.38465,0.0187142229683333,7.80903132432652e-10,0.0639808157710905,3.83884894626543,6068.45257438191,0.000632591076425513,0.0632591076425513,12.7841931274919,0.210666442075541
10,27.1367937503333,3,34.503339319,2025-06-30 12:00:00,0.416666666666667,"acid","acid treatment",2025-06-30 17:00:00,2025-06-30,12,18.9,7.36654556866666,292.05,2250,0.38465,0.00736654556866666,3.07389653287431e-10,0.0251849940922329,1.51109964553398,6068.45257438191,0.000249009055770348,0.0249009055770348,0.588887761376096,0.00970408442939965
10,27.1367937503333,6,39.962075395,2025-06-30 13:00:00,0.416666666666667,"acid","acid treatment",2025-06-30 18:00:00,2025-06-30,13,19.5,12.8252816446667,292.65,2250,0.38465,0.0128252816446667,5.3407341288883e-10,0.0437576073383529,2.62545644030117,6068.45257438191,0.000432640184317265,0.0432640184317265,19.1798256690858,0.316057931309438
10,27.1367937503333,9,44.921742312,2025-06-30 13:00:00,0.416666666666667,"acid","acid treatment",2025-06-30 18:00:00,2025-06-30,13,19.5,17.7849485616667,292.65,2250,0.38465,0.0177849485616667,7.40605036173337e-10,0.0606791193562471,3.64074716137483,6068.45257438191,0.000599946545968623,0.0599946545968623,20.2637892351322,0.333920204314955
11,21.883500598,3,30.835358417,2025-06-30 13:00:00,0.458333333333333,"acid","acid treatment",2025-06-30 18:00:00,2025-06-30,13,19.5,8.951857819,292.65,2250,0.38465,0.008951857819,3.72775381433983e-10,0.0305421658755897,1.83252995253538,6068.45257438191,0.000301976480836556,0.0301976480836556,2.26070256041078,0.0372533612597448
11,21.883500598,6,34.444404893,2025-06-30 14:00:00,0.458333333333333,"acid","acid treatment",2025-06-30 19:00:00,2025-06-30,14,20.2,12.560904295,293.35,2250,0.38465,0.012560904295,5.21815998392217e-10,0.0427533350462254,2.56520010277352,6068.45257438191,0.000422710744021065,0.0422710744021065,21.7751539406231,0.358825477726355
11,21.883500598,9,35.19153974,2025-06-30 14:00:00,0.458333333333333,"acid","acid treatment",2025-06-30 19:00:00,2025-06-30,14,20.2,13.308039142,293.35,2250,0.38465,0.013308039142,5.52854123272773e-10,0.045296345142339,2.71778070854034,6068.45257438191,0.000447853991644181,0.0447853991644181,23.4430531700898,0.386310231195595
12,17.4312843103333,3,24.027765149,2025-06-30 15:00:00,0.5,"acid","acid treatment",2025-06-30 20:00:00,2025-06-30,15,20.5,6.59648083866667,293.65,2250,0.38465,0.00659648083866667,2.73756775018615e-10,0.0224293911256201,1.34576346753721,6068.45257438191,0.000221763860068443,0.0221763860068443,3.84984927044707,0.0634403783049947
12,17.4312843103333,6,21.906764127,2025-06-30 15:00:00,0.5,"acid","acid treatment",2025-06-30 20:00:00,2025-06-30,15,20.5,4.47547981666667,293.65,2250,0.38465,0.00447547981666667,1.85734325807458e-10,0.0152175515608904,0.913053093653423,6068.45257438191,0.000150458965026421,0.0150458965026421,23.5142805388366,0.387483963178729
12,17.4312843103333,9,19.055808488,2025-06-30 15:00:00,0.5,"acid","acid treatment",2025-06-30 20:00:00,2025-06-30,15,20.5,1.62452417766667,293.65,2250,0.38465,0.00162452417766667,6.74184479110359e-11,0.00552371621552032,0.331422972931219,6068.45257438191,5.46140830580646e-05,0.00546140830580646,24.9676550108256,0.411433634930707
13,14.1752634636667,3,15.313105464,2025-06-30 16:00:00,0.541666666666667,"acid","acid treatment",2025-06-30 21:00:00,2025-06-30,16,20.6,1.13784200033333,293.75,2250,0.38465,0.00113784200033333,4.72048542689237e-11,0.00386757967671702,0.232054780603021,6068.45257438191,3.82395310433248e-05,0.00382395310433248,4.63875839451719,0.0764405478605831
13,14.1752634636667,6,12.988388096,2025-06-30 16:00:00,0.541666666666667,"acid","acid treatment",2025-06-30 21:00:00,2025-06-30,16,20.6,-1.18687536766667,293.75,2250,0.38465,-0.00118687536766667,-4.9239067242787e-11,-0.00403424645024432,-0.242054787014659,6068.45257438191,-3.98873986486272e-05,-0.00398873986486272,23.849779692156,0.393012541497619
13,14.1752634636667,9,12.30757643,2025-06-30 17:00:00,0.541666666666667,"acid","acid treatment",2025-06-30 22:00:00,2025-06-30,17,20.4,-1.86768703366667,293.55,2250,0.38465,-0.00186768703366667,-7.75362146910326e-11,-0.00635268327363576,-0.381160996418145,6068.45257438191,-6.28102455685695e-05,-0.00628102455685695,24.9427859990821,0.411023826805182
14,12.3428829056667,3,11.061049786,2025-06-30 17:00:00,0.583333333333333,"acid","acid treatment",2025-06-30 22:00:00,2025-06-30,17,20.4,-1.28183311966667,293.55,2250,0.38465,-0.00128183311966667,-5.32147443190361e-11,-0.00435998091335044,-0.261598854801027,6068.45257438191,-4.3108000201793e-05,-0.0043108000201793,4.62398635741819,0.0761971244026597
14,12.3428829056667,6,10.654943948,2025-06-30 17:00:00,0.583333333333333,"acid","acid treatment",2025-06-30 22:00:00,2025-06-30,17,20.4,-1.68793895766667,293.55,2250,0.38465,-0.00168793895766667,-7.00740515128288e-11,-0.00574129465483079,-0.344477679289847,6068.45257438191,-5.67653244492783e-05,-0.00567653244492783,23.5565134590037,0.388179905342723
14,12.3428829056667,9,11.033630539,2025-06-30 18:00:00,0.583333333333333,"acid","acid treatment",2025-06-30 23:00:00,2025-06-30,18,20.2,-1.30925236666667,293.35,2250,0.38465,-0.00130925236666667,-5.43900992169401e-11,-0.00445627988061695,-0.267376792837017,6068.45257438191,-4.40601272828189e-05,-0.00440601272828189,24.6185171044545,0.405680308162613
16,12.1870649813333,3,9.7928557196,2025-06-30 18:00:00,0.666666666666667,"acid","acid treatment",2025-06-30 23:00:00,2025-06-30,18,20.2,-2.39420926173333,293.35,2250,0.38465,-0.00239420926173333,-9.94623210980586e-11,-0.00814912910198726,-0.488947746119235,6068.45257438191,-8.05720634916615e-05,-0.00805720634916615,3.87343975649792,0.0638291180333142
16,12.1870649813333,6,10.319086484,2025-06-30 19:00:00,0.666666666666667,"acid","acid treatment",2025-07-01,2025-06-30,19,19.9,-1.86797849733333,293.05,2250,0.38465,-0.00186797849733333,-7.76806271074277e-11,-0.00636451524590568,-0.381870914754341,6068.45257438191,-6.29272306364255e-05,-0.00629272306364255,22.8301648649596,0.376210649834153
16,12.1870649813333,9,10.470909369,2025-06-30 19:00:00,0.666666666666667,"acid","acid treatment",2025-07-01,2025-06-30,19,19.9,-1.71615561233333,293.05,2250,0.38465,-0.00171615561233333,-7.13670121847211e-11,-0.00584722927733628,-0.350833756640177,6068.45257438191,-5.78127211739659e-05,-0.00578127211739659,24.0003065549773,0.395493023316934
17,12.6565553673333,3,9.5936216001,2025-06-30 19:00:00,0.708333333333333,"acid","acid treatment",2025-07-01,2025-06-30,19,19.9,-3.06293376723333,293.05,2250,0.38465,-0.00306293376723333,-1.27373316216896e-10,-0.0104359277617944,-0.626155665707661,6068.45257438191,-0.000103182097582997,-0.0103182097582997,3.31588805058447,0.0546414099795813
17,12.6565553673333,6,9.9879109253,2025-06-30 20:00:00,0.708333333333333,"acid","acid treatment",2025-07-01 01:00:00,2025-06-30,20,19,-2.66864444203333,292.15,2250,0.38465,-0.00266864444203333,-1.11318513818084e-10,-0.00912052856327948,-0.547231713796769,6068.45257438191,-9.0176483558085e-05,-0.0090176483558085,22.365613550684,0.368555464124428
17,12.6565553673333,9,10.105892506,2025-06-30 20:00:00,0.708333333333333,"acid","acid treatment",2025-07-01 01:00:00,2025-06-30,20,19,-2.55066286133333,292.15,2250,0.38465,-0.00255066286133333,-1.0639708853768e-10,-0.00871730722747075,-0.523038433648245,6068.45257438191,-8.6189753851956e-05,-0.0086189753851956,23.5633704598331,0.388292899565638
18,13.0556011036667,3,9.6994444087,2025-06-30 21:00:00,0.75,"acid","acid treatment",2025-07-01 02:00:00,2025-06-30,21,17,-3.35615669496667,290.15,2250,0.38465,-0.00335615669496667,-1.40962057585081e-10,-0.0115492780890372,-0.692956685342232,6068.45257438191,-0.000114190014150817,-0.0114190014150817,2.65633187505953,0.0437728043928906
18,13.0556011036667,6,10.813959044,2025-06-30 21:00:00,0.75,"acid","acid treatment",2025-07-01 02:00:00,2025-06-30,21,17,-2.24164205966667,290.15,2250,0.38465,-0.00224164205966667,-9.41512884585418e-11,-0.00771398652571839,-0.462839191543104,6068.45257438191,-7.62697221194392e-05,-0.00762697221194392,21.8605780980141,0.360233153840551
18,13.0556011036667,9,11.047725381,2025-06-30 21:00:00,0.75,"acid","acid treatment",2025-07-01 02:00:00,2025-06-30,21,17,-2.00787572266667,290.15,2250,0.38465,-0.00200787572266667,-8.43328601631446e-11,-0.00690954481478231,-0.414572688886939,6068.45257438191,-6.83160466042143e-05,-0.00683160466042143,23.0945648985655,0.38056760954283
19,15.2127057323333,3,11.571431847,2025-06-30 22:00:00,0.791666666666667,"acid","acid treatment",2025-07-01 03:00:00,2025-06-30,22,14.8,-3.64127388533333,287.95,2250,0.38465,-0.00364127388533333,-1.54105748622505e-10,-0.0126261646321835,-0.757569877931011,6068.45257438191,-0.000124837406018316,-0.0124837406018316,1.93106859342291,0.031821433384434
19,15.2127057323333,6,12.0349812,2025-06-30 22:00:00,0.791666666666667,"acid","acid treatment",2025-07-01 03:00:00,2025-06-30,22,14.8,-3.17772453233333,287.95,2250,0.38465,-0.00317772453233333,-1.34487444062862e-10,-0.0110188012120094,-0.661128072720563,6068.45257438191,-0.00010894508354758,-0.010894508354758,21.2985944658822,0.3509724135572
19,15.2127057323333,9,11.890781104,2025-06-30 23:00:00,0.791666666666667,"acid","acid treatment",2025-07-01 04:00:00,2025-06-30,23,12.9,-3.32192462833333,286.05,2250,0.38465,-0.00332192462833333,-1.41524098886271e-10,-0.0115953271563974,-0.695719629383842,6068.45257438191,-0.000114645310457041,-0.0114645310457041,22.5394187394301,0.371419541689767
20,22.21858138,3,12.792465125,2025-06-30 23:00:00,0.833333333333333,"acid","acid treatment",2025-07-01 04:00:00,2025-06-30,23,12.9,-9.426116255,286.05,2250,0.38465,-0.009426116255,-4.01581239263519e-10,-0.0329022822669511,-1.97413693601707,6068.45257438191,-0.000325311421951442,-0.0325311421951442,0.565215186448867,0.00931399198594605
20,22.21858138,6,16.471079679,2025-06-30 23:00:00,0.833333333333333,"acid","acid treatment",2025-07-01 04:00:00,2025-06-30,23,12.9,-5.747501701,286.05,2250,0.38465,-0.005747501701,-2.44861064018011e-10,-0.0200619129003182,-1.20371477401909,6068.45257438191,-0.000198356131034228,-0.0198356131034228,20.3661730425124,0.33560735282811
20,22.21858138,9,21.712361672,2025-07-01,0.833333333333333,"acid","acid treatment",2025-07-01 05:00:00,2025-07-01,0,12.5,-0.506219708,285.65,2250,0.38465,-0.000506219708,-2.15967000505919e-11,-0.00176945696567505,-0.106167417940503,6068.45257438191,-1.7494973659132e-05,-0.0017494973659132,22.138475215768,0.364812527483958
22,24.2579571023333,3,18.392735851,2025-07-01,0.916666666666667,"acid","acid treatment",2025-07-01 05:00:00,2025-07-01,0,12.5,-5.86522125133333,285.65,2250,0.38465,-0.00586522125133333,-2.50226180635787e-10,-0.0205014866754202,-1.23008920052521,6068.45257438191,-0.000202702284552418,-0.0202702284552418,-2.63901095009341,-0.04348737866444
22,24.2579571023333,6,21.00454806,2025-07-01 01:00:00,0.916666666666667,"acid","acid treatment",2025-07-01 06:00:00,2025-07-01,1,12.3,-3.25340904233333,285.45,2250,0.38465,-0.00325340904233333,-1.38896466662191e-10,-0.0113800404630026,-0.682802427780158,6068.45257438191,-0.000112516728014424,-0.0112516728014424,18.4796558407132,0.304520066923245
22,24.2579571023333,9,31.410166338,2025-07-01 01:00:00,0.916666666666667,"acid","acid treatment",2025-07-01 06:00:00,2025-07-01,1,12.3,7.15220923566667,285.45,2250,0.38465,0.00715220923566667,3.05346354773244e-10,0.0250175829238409,1.50105497543045,6068.45257438191,0.000247353828184665,0.0247353828184665,23.5333627732579,0.387798412936511
23,24.536912588,3,26.999301088,2025-07-01 01:00:00,0.958333333333333,"acid","acid treatment",2025-07-01 06:00:00,2025-07-01,1,12.3,2.4623885,285.45,2250,0.38465,0.0024623885,1.05125748944965e-10,0.00861314405935721,0.516788643561433,6068.45257438191,8.51598718498792e-05,0.00851598718498792,-2.9956612285753,-0.0493644992995669
23,24.536912588,6,29.698522686,2025-07-01 02:00:00,0.958333333333333,"acid","acid treatment",2025-07-01 07:00:00,2025-07-01,2,12.5,5.161610098,285.65,2250,0.38465,0.005161610098,2.20208228369909e-10,0.0180420611795003,1.08252367077002,6068.45257438191,0.000178385454529202,0.0178385454529202,18.6795164622081,0.307813503248984
23,24.536912588,9,39.937728746,2025-07-01 02:00:00,0.958333333333333,"acid","acid treatment",2025-07-01 07:00:00,2025-07-01,2,12.5,15.400816158,285.65,2250,0.38465,0.015400816158,6.57040415144477e-10,0.0538325177728047,3.22995106636828,6068.45257438191,0.000532252831636781,0.0532252831636781,25.8988657941573,0.426778745927584
24,28.180093388,3,40.721584101,2025-07-01 03:00:00,1,"acid","acid treatment",2025-07-01 08:00:00,2025-07-01,3,12.6,12.541490713,285.75,2250,0.38465,0.012541490713,5.34866623129916e-10,0.0438225964979489,2.62935578987693,6068.45257438191,0.000433282745090043,0.0433282745090043,-1.42258901185612,-0.0234423684525708
24,28.180093388,6,41.731132565,2025-07-01 03:00:00,1,"acid","acid treatment",2025-07-01 08:00:00,2025-07-01,3,12.6,13.551039177,285.75,2250,0.38465,0.013551039177,5.77921614771855e-10,0.0473501703721724,2.84101022233035,6068.45257438191,0.000468160571003509,0.0468160571003509,20.6412834087583,0.340140804525619
24,28.180093388,9,45.927910291,2025-07-01 03:00:00,1,"acid","acid treatment",2025-07-01 08:00:00,2025-07-01,3,12.6,17.747816903,285.75,2250,0.38465,0.017747816903,7.56904829901591e-10,0.0620145911405457,3.72087546843274,6068.45257438191,0.000613150621649494,0.0613150621649494,29.3742790615578,0.484048918591898
25,34.3587095616667,3,42.991219958,2025-07-01 04:00:00,1.04166666666667,"acid","acid treatment",2025-07-01 09:00:00,2025-07-01,4,12.9,8.63251039633334,286.05,2250,0.38465,0.00863251039633334,3.67771214478275e-10,0.0301321653636394,1.80792992181837,6068.45257438191,0.000297922724064876,0.0297922724064876,0.796053843991526,0.0131179050051752
25,34.3587095616667,6,52.636718032,2025-07-01 04:00:00,1.04166666666667,"acid","acid treatment",2025-07-01 09:00:00,2025-07-01,4,12.9,18.2780084703333,286.05,2250,0.38465,0.0182780084703333,7.78698786882887e-10,0.063800209725785,3.8280125835471,6068.45257438191,0.000630805388462148,0.0630805388462148,23.975794811697,0.395089102498902
25,34.3587095616667,9,53.835880841,2025-07-01 05:00:00,1.04166666666667,"acid","acid treatment",2025-07-01 10:00:00,2025-07-01,5,14.1,19.4771712793333,287.25,2250,0.38465,0.0194771712793333,8.2632029984219e-10,0.067701927007797,4.06211562046782,6068.45257438191,0.000669382444812393,0.0669382444812393,33.2657746060081,0.548175571914992
26,37.456780432,3,48.665059724,2025-07-01 05:00:00,1.08333333333333,"acid","acid treatment",2025-07-01 10:00:00,2025-07-01,5,14.1,11.208279292,287.25,2250,0.38465,0.011208279292,4.75512001843292e-10,0.0389595642830924,2.33757385698554,6068.45257438191,0.000385200976415908,0.0385200976415908,2.86880573339348,0.0472740900292144
26,37.456780432,6,65.86370393,2025-07-01 05:00:00,1.08333333333333,"acid","acid treatment",2025-07-01 10:00:00,2025-07-01,5,14.1,28.406923498,287.25,2250,0.38465,0.028406923498,1.20516563754657e-09,0.0987414154548369,5.92448492729021,6068.45257438191,0.000976276053025535,0.0976276053025535,28.8520435671157,0.475443174573286
26,37.456780432,9,59.824221914,2025-07-01 06:00:00,1.08333333333333,"acid","acid treatment",2025-07-01 11:00:00,2025-07-01,6,16,22.367441482,289.15,2250,0.38465,0.022367441482,9.42704736493046e-10,0.0772375158545004,4.63425095127002,6068.45257438191,0.000763662712111092,0.0763662712111092,37.613957891877,0.619827829761166
28,42.304274535,3,60.071453873,2025-07-01 06:00:00,1.16666666666667,"acid","acid treatment",2025-07-01 11:00:00,2025-07-01,6,16,17.767179338,289.15,2250,0.38465,0.017767179338,7.48820741502006e-10,0.0613522470557425,3.68113482334455,6068.45257438191,0.000606601893682837,0.0606601893682836,8.88751441372357,0.146454377039089
28,42.304274535,6,74.540550069,2025-07-01 07:00:00,1.16666666666667,"acid","acid treatment",2025-07-01 12:00:00,2025-07-01,7,18.5,32.236275534,291.65,2250,0.38465,0.032236275534,1.3469933584589e-09,0.110361618916766,6.62169713500597,6068.45257438191,0.00109116732047303,0.109116732047303,41.3982256294118,0.682187511923143
28,42.304274535,9,86.641837647,2025-07-01 07:00:00,1.16666666666667,"acid","acid treatment",2025-07-01 12:00:00,2025-07-01,7,18.5,44.337563112,291.65,2250,0.38465,0.044337563112,1.85264587961244e-09,0.151790650836935,9.10743905021608,6068.45257438191,0.00150078441556309,0.150078441556309,51.3556478933631,0.846272542528584
29,49.516543643,3,79.168064814,2025-07-01 07:00:00,1.20833333333333,"acid","acid treatment",2025-07-01 12:00:00,2025-07-01,7,18.5,29.651521171,291.65,2250,0.38465,0.029651521171,1.23898935047304e-09,0.101512653852487,6.0907592311492,6068.45257438191,0.00100367583935013,0.100367583935013,13.7734614409704,0.226968263690737
29,49.516543643,6,81.754658241,2025-07-01 08:00:00,1.20833333333333,"acid","acid treatment",2025-07-01 13:00:00,2025-07-01,8,20.6,32.238114598,293.75,2250,0.38465,0.032238114598,1.3374400848779e-09,0.109578901814463,6.57473410886781,6068.45257438191,0.00108342844049292,0.108342844049292,47.9964412513487,0.79091729997144
29,49.516543643,9,100.44832084,2025-07-01 08:00:00,1.20833333333333,"acid","acid treatment",2025-07-01 13:00:00,2025-07-01,8,20.6,50.931777197,293.75,2250,0.38465,0.050931777197,2.11297097447392e-09,0.173119559946363,10.3871735967818,6068.45257438191,0.00171166759061964,0.171166759061964,61.102954216862,1.00689514283772
30,49.628749445,3,86.7653854,2025-07-01 09:00:00,1.25,"acid","acid treatment",2025-07-01 14:00:00,2025-07-01,9,22.2,37.136635955,295.35,2250,0.38465,0.037136635955,1.53231538165657e-09,0.125545389773977,7.53272338643865,6068.45257438191,0.00124129228894994,0.124129228894994,20.5852027497644,0.33921667010574
30,49.628749445,6,81.032408268,2025-07-01 09:00:00,1.25,"acid","acid treatment",2025-07-01 14:00:00,2025-07-01,9,22.2,31.403658823,295.35,2250,0.38465,0.031403658823,1.2957638250564e-09,0.106164289949147,6.36985739694883,6068.45257438191,0.001049667492474,0.1049667492474,54.468737004257,0.897572096619786
30,49.628749445,9,108.81972909,2025-07-01 09:00:00,1.25,"acid","acid treatment",2025-07-01 14:00:00,2025-07-01,9,22.2,59.190979645,295.35,2250,0.38465,0.059190979645,2.44231191740842e-09,0.200103063175666,12.00618379054,6068.45257438191,0.00197845886465758,0.197845886465758,72.2996329105229,1.19140146560158
31,47.256312133,3,82.315656082,2025-07-01 10:00:00,1.29166666666667,"acid","acid treatment",2025-07-01 15:00:00,2025-07-01,10,23.7,35.059343949,296.85,2250,0.38465,0.035059343949,1.43929331338933e-09,0.117923922314996,7.07543533889977,6068.45257438191,0.00116593732128168,0.116593732128168,27.8892821124336,0.459578150617321
